
0.2369,0.4116,0.4851
0.4020,0.1795,1.1288
0.6006,-0.1531,0.8632
0.5192,-1.2299,0.8680
1.0361,-0.6102,0.5210
0.2608,-1.1629,0.9517
0.7609,-0.8590,0.6335
-0.0407,-1.3065,1.0762
-0.0120,-1.4142,0.7890
1.2323,-1.0002,2.5358
0.3613,-2.3115,0.5282
0.2584,-2.2540,0.9757
0.3805,-2.3426,0.8919
0.0191,-2.1751,0.6479
0.1268,-2.8570,0.4564
0.2106,-2.8881,0.4516
0.5168,-2.7757,0.2818
0.5073,-2.0483,0.7340
0.1412,-1.7420,0.8369
0.1364,-1.3854,0.7316
0.3278,-0.7131,0.7149
0.2249,-0.4738,0.7053
0.2656,-0.4690,0.7938
0.2824,-0.4570,0.7436
0.3470,-0.6628,0.7364
0.2369,-0.8183,0.7771
0.0622,-0.8471,0.7029
-0.2297,-0.5480,0.6526
0.2393,-1.9573,0.8752
0.1795,-1.2658,0.7173
0.1172,-1.3687,0.7053
0.3326,-1.5242,0.9063
0.2919,-1.5840,0.7890
0.3589,-0.7346,0.6383
0.3494,-1.0552,0.6359
0.5216,-0.7466,0.7747
0.7418,-0.8925,0.6838
0.1460,-0.2656,0.8249
0.1364,-0.7513,0.7077
-0.2154,-0.0239,0.7196
0.6604,-0.8040,0.6287
0.3470,-0.4786,1.1360
0.1842,-0.4140,0.9852
-0.2154,-0.2632,0.6287
0.3422,0.3230,0.7125
0.3398,-0.5599,0.8082
0.1460,-0.3350,0.6574
0.3087,-0.4331,0.8656
-0.2728,0.1029,0.7675
-0.2871,0.1005,0.9063
-0.0837,0.1149,0.7196
0.6485,-0.2704,0.7651
0.5671,-0.5695,0.6335
-0.3182,0.0909,0.8536
0.1005,-0.3135,0.7914
0.8183,0.3111,0.6838
-0.1914,-0.2608,0.7986
-0.3182,0.0263,0.8058
0.0694,-0.2441,0.8082
0.4164,0.0048,0.7484
0.1699,-0.1412,0.8082
0.3733,0.1842,0.7723
0.6317,-0.0024,0.7388
0.2800,0.1125,0.7436
0.3709,-0.4331,0.7244
0.0239,0.2106,0.8465
-0.1723,0.0574,0.8728
-0.0383,-0.4666,0.6598
0.1627,-0.4522,0.7747
0.2919,-0.1292,0.8178
-0.1077,0.0048,0.7603
0.2800,-0.3613,0.7460
0.2847,-0.4211,0.7316
0.0502,-0.1914,0.7101
0.2608,-0.4092,0.7340
0.0766,-0.2034,0.8393
0.3541,-0.4690,0.8082
0.2177,0.0239,0.7555
0.0814,-0.2847,0.7699
-0.0646,-0.0335,0.8513
0.1555,-0.0072,0.8321
0.3278,-0.1962,0.7795
0.0766,-0.1029,0.6861
-0.0479,-0.2130,0.8130
0.1460,0.0239,0.7866
0.4044,-0.1029,0.9589
0.2082,-0.0167,0.8369
0.1627,-0.0574,0.7053
0.3398,-0.3087,0.6096
0.5240,-0.0646,0.5569
0.0790,-0.1531,0.6670
-0.1412,-0.3039,0.9350
-0.0072,-0.4451,0.9159
0.6006,-0.3900,0.8225
-0.0407,-0.7035,0.7555
0.3230,0.3039,0.8560
0.1388,-0.4020,1.0092
0.3254,-0.2871,0.7603
0.3087,-0.5982,0.8201
0.1125,-0.1986,0.8178
0.2441,-0.5910,0.9637
0.2417,-0.5719,0.9733
0.5097,-0.4499,0.8225
0.1675,-1.0026,0.7699
-0.1005,-0.5623,0.8656
-0.1220,-0.5408,0.8465
0.2010,-0.2225,0.7651
0.4403,-0.3230,0.8560
-0.0335,-0.4953,0.7962
-0.3637,-0.2584,0.6455
0.1962,-0.1053,0.9183
0.7466,0.6150,0.8584
0.2297,-0.1603,0.8608
0.2082,0.1436,0.7651
0.1723,-0.0431,0.7173
-0.2871,-0.1029,0.9206
0.2393,-0.0646,0.8584
0.1029,0.0479,0.8034
0.5097,-0.2441,0.7651
0.6963,-0.4810,0.6670
-0.1555,-0.5121,0.8704
0.4140,-0.6508,0.5306
0.2608,-0.5910,0.6263
0.2345,0.0144,0.7173
0.2465,-0.6293,0.6335
0.0694,-0.2991,0.6933
0.1675,0.0694,0.6718
0.4211,-0.3135,0.7364
0.3541,-0.0024,0.6550
0.0311,0.4834,0.7388
0.0000,-0.2082,0.6407
0.4786,0.0861,0.7149
0.0335,0.0215,0.7747
0.3517,-0.2728,0.6359
0.1866,-0.1412,0.9829
-0.3996,-0.3206,0.9494
0.1149,-0.0909,0.9254
0.5336,0.0191,0.9039
0.7657,0.3517,0.8871
0.9165,0.3900,0.7627
0.8064,0.6867,0.7723
0.7992,1.0792,0.7531
0.7968,1.1127,0.9039
0.2345,-0.1938,0.7986
0.2106,-0.3541,0.7460
0.2441,-0.3350,0.7340
0.1747,-0.4618,0.6957
0.1627,-0.3924,0.7723
0.1747,-0.4092,0.7651
0.1723,-0.3565,0.8034
0.1842,-0.3230,0.8273
0.1340,-0.3446,0.7819
0.1531,-0.3613,0.7819
0.1795,-0.3805,0.7651
0.1771,-0.3733,0.7268
0.1747,-0.3470,0.7914
0.1771,-0.3661,0.7723
0.1436,-0.3805,0.7986
0.1890,-0.3063,0.7771
0.1914,-0.3206,0.7771
0.1795,-0.3302,0.7914
0.1723,-0.3661,0.7460
0.1603,-0.3685,0.7149
0.1436,-0.3852,0.7723
0.1627,-0.3350,0.7771
0.1819,-0.3398,0.7723
0.1651,-0.3565,0.7627
0.1723,-0.3781,0.7531
0.1555,-0.4044,0.7436
0.1699,-0.3757,0.7579
0.1651,-0.3063,0.8010
0.1603,-0.3278,0.7819
0.1412,-0.3278,0.7699
0.1962,-0.3374,0.7388
0.1651,-0.2776,0.7962
0.1579,-0.2824,0.7866
0.3900,-0.3039,0.8034
-0.0239,-0.6197,1.0187
0.0670,-0.1842,0.7149
0.1723,-0.5121,0.7244
0.1149,-0.6173,0.6909
0.1077,-0.9212,0.7723
0.1890,-0.4690,0.7125
0.1795,-0.3781,0.8010
0.1507,-0.3900,0.7675
0.1484,-0.3948,0.8082
0.1531,-0.3470,0.8034
0.1675,-0.3589,0.7843
0.2058,-0.3805,0.7699
0.1531,-0.3876,0.7603
0.2106,-0.3613,0.7603
0.1316,-0.3948,0.7795
0.1627,-0.3685,0.7579
0.1699,-0.3541,0.7364
0.2177,-0.2632,0.7651
0.1747,-0.3135,0.7651
0.1890,-0.3470,0.7531
0.1890,-0.3278,0.7747
0.1699,-0.3829,0.7866
0.1747,-0.3326,0.7843
0.1627,-0.3087,0.8393
0.1723,-0.2847,0.7651
-0.2273,-0.1149,0.6000
